SNO,Author,Title,Year,Department,Course,
15934,"RAMASWAMY, V.S.",MARKETING MANAGEMENT /,2005,H&amp;S GEN,GENERAL,
17512,"RAMASWAMY, V.S.",MARKETING MANAGEMENT :,2003,H&amp;S GEN,GENERAL,
16007,"KAZMI, S.H.H.",MARKETING MANAGEMENT TEXT AND CASES /,2003,H&amp;S GEN,GENERAL,
16009,"KOTLER, PHILIP",MARKETING MANAGMENT /,1999,H&amp;S GEN,GENERAL,
16027,"MAJUMDAR, RAMANUJ",MARKETING RESEARCH /,2006,H&amp;S GEN,GENERAL,
15962,"ETZEL, MICHAEL J.",MARKITING CONCEPTS AND CASES /,,H&amp;S GEN,H&S,
15987,"PANDA, TAPAN K.",MARKITING IN THE GLOBAL ORDER /,2004,H&amp;S GEN,GENERAL,
16668,"GZINKOTA, MICHAEL R.",MARKITING MANAGEMENT /,2004,H&amp;S GEN,GENERAL,
15972,JAYACHANDRAN,MARKITING MANAGEMENT :,2006,H&amp;S GEN,GENERAL,
15308,"IYENGAR, T.K.V.",MATHEMATICAL METHODS /,2004,H&amp;S GEN,GENERAL,
21029,"GUSTAFSSON, FREDRIK",MATLAB FOR ENGINEERS EXPLAINED /,2004,H&amp;S GEN,H&S,
17011,"TIMOTHY, WILLIAMS J.",MCQS IN COMPUTER SCIENCE /,2003,H&amp;S GEN,H&S,
17503,"GULSHAN, S.S.",MERCANTILE LAW /,2006,H&amp;S GEN,GENERAL,
15300,"SANJAY, ATTRI",MICROCONTROLLERS AND PLC /,2000,H&amp;S GEN,GENERAL,
16177,RAJ KAMAL,MICROCONTROLLERS: :,1994,H&amp;S GEN,GENERAL,
15913,"AGARWAL, S.K.",MICROECONOMICS /,2006,H&amp;S GEN,GENERAL,
16487,"RASHID, MUHAMMAD HARUNUR",MICROELECTRONIC CIRCUITS :,2004,H&amp;S GEN,MCA,
17461,"LALOO, RONALD.",MIND OVER FINGER :,1999,H&amp;S GEN,H&S,
41074,"MITTAL,  L.N.",MITIGATING DEFICIENCIES OF TECHNICAL EDUCATION /,2018,H&amp;S GEN,DEEE,
16826,"MALLICK, MARTYN",MOBILE AND WIRELESS DESIGN ESSENTIALS /,2003,H&amp;S GEN,H&S,
16478,"AROKIAMARY, JEYASRI V.",MOBILE COMMUNICATION /,2003,H&amp;S GEN,H&S,
15479,"APPEL, ANDREW W.",MODERN COMPILER IMPLEMENTATION IN C /,2007,H&amp;S GEN,GENERAL,
15763,"OGATA, KATSUHIKO",MODERN CONTROL SYSTEMS /,2002,H&amp;S GEN,GENERAL,
16195,"MARAKAS, GEORGE M.",MODERN DATA WAREHOUSING :,2007,H&amp;S GEN,GENERAL,
16448,"CRISTI, ROBERTO",MODERN DIGITAL SIGNAL PROCESSING /,2002,H&amp;S GEN,MCA,
16566,"EITEMAN, DAVID E.",MULTI NATIONAL BUSINESS FINANCE /,2003,H&amp;S GEN,H&S,
16883,"DAVID, HILLMAN",MULTIMEDIA TECHNOLOGY AND APPLICATIONS /,2003,H&amp;S GEN,H&S,
17533,"EITEMAN, DAVID E.",MULTINATIONAL BUSINESS FINANCE /,2003,H&amp;S GEN,MCA,
16790,"SHAPIRO, ALAN C.",MULTINATIONAL FINANCIAL MANAGEMENT /,2005,H&amp;S GEN,MCA,
15887,"IAILAYYA, KANCHA",NENU HINDUVU IAINATLAITHE? /,1976,H&amp;S GEN,GENERAL,
15361,"GEETHA, N.",NETWORK ANALYSIS & SYNTHESIS /,2005,H&amp;S GEN,GENERAL,
18685,"SUBREAMANIAN, MANI",NETWORK MANAGEMENT /,2003,H&amp;S GEN,GENERAL,
17083,"SUBREAMANIAN, MANI",NETWORK MANAGEMENT :,2005,H&amp;S GEN,GENERAL,
18449,"MORRIS, STEPHEN B.",NETWORK MANAGEMENT MIBs AND MPLS /,2006,H&amp;S GEN,GENERAL,
16096,"KIMBARK, EDWARD WILSON",NETWORK SECURITY ESSENTIALS /,2005,H&amp;S GEN,GENERAL,
16380,SATISH KUMAR,NEURAL NETWORKS /,2002,H&amp;S GEN,GENERAL,
17040,"KOSKO, BART",NEURAL NETWORKS AND FUZZY SYSTEMS :,2002,H&amp;S GEN,H&S,
21007,"DU, K.L.",NEURAL NETWORKS IN A SOFT COMPUTING FRAME WORK /,,H&amp;S GEN,GENERAL,
15889,"GUPTA, R.K.",NEW STEEL FURNITURE CATALOGUE /,2007,H&amp;S GEN,GENERAL,
16801,"RAI, G.D.",NON-CONVENTIONAL ENERGY SOURCES /,1998,H&amp;S GEN,H&S,
15327,"VIJAYA BHASKAR, K.",OBJECT ORIENTED PROGRAMMING THROUGH JAVA /,2005,H&amp;S GEN,MCA,
15788,"VIJAYA BHASKAR, V.",OBJECT ORIENTED PROGRAMMING THROUGH JAVA /,2000,H&amp;S GEN,GENERAL,
16173,"BOOCH, GRADY",OBJECT-ORIENTED ANALYSIS & DESIGN WITH APPLICATIONS /,2008,H&amp;S GEN,GENERAL,
16164,"BHAVE, M.P.",OBJECT-ORIENTED PROGRAMMING WITH C++ /,2007,H&amp;S GEN,GENERAL,
16592,"PNOL, IRA",OBJECTE ORIENTED PROGRAMMING USING C++ /,,H&amp;S GEN,H&S,
15868,"PERKINS, JOHN",OKA DHALARI PACHATHAPAM /,2002,H&amp;S GEN,GENERAL,
15873,"SANKRUTHYAN, RAHUL",OLGA NUNCHI GANGAKU /,2003,H&amp;S GEN,GENERAL,
17005,"GROVE, ANDREW S.",ONLY THE PARONOID SURVIVE /,,H&amp;S GEN,H&S,
16613,"HULL, JOHN C.",OOPTIONS FUTURE AND OTHER DERIVATIVES /,2004,H&amp;S GEN,GENERAL,
15296,"DHOTRE, I.A.",OPERATING SYSTEMS /,2000,H&amp;S GEN,GENERAL,
16365,"FIORE, JAMES M.",OPERATIONAL AMPLIFIERS AND LINEAR INTEGRATED CIRCUITS /,,H&amp;S GEN,GENERAL,
16713,"CHASE, RICHARD B.",OPERATIONS MANAGEMENT :,2005,H&amp;S GEN,GENERAL,
16616,"KRAJEWSKI, LEE J.",OPERATIONS MANAGEMENT :,2004,H&amp;S GEN,GENERAL,
16724,"GILLETT, BIILLY E.",OPERATIONS RESEARCH /,2001,H&amp;S GEN,GENERAL,
15933,"PANNEERSELVAM, R.",OPERATIONS RESEARCH /,2004,H&amp;S GEN,MCA,
15755,"KAPOOR, V.K.",OPERATIONS RESEARCH :,2005,H&amp;S GEN,MCA,
15262,"NAIDU, N.V. R.",OPERATIONS RESEARCH QUESTION BANK /,2007,H&amp;S GEN,GENERAL,
16316,"LONEY, KEVIN",ORACLE DATABASE 10g :,1987,H&amp;S GEN,MCA,
15654,"SUBBA RAO, P.",ORGANISATION STRUCTURE AND PERSONNEL MANAGEMENT /,2000,H&amp;S GEN,GENERAL,
16006,"AQUINAS, P.G.",ORGANIZATIONAL BEHAVIOUR /,2004,H&amp;S GEN,GENERAL,
16797,HITT,ORGANIZATIONAL BEHAVIOUR /,2002,H&amp;S GEN,H&S,
17511,"LUTHANS, FRED",ORGANIZATIONAL BEHAVIOUR /,2003,H&amp;S GEN,H&S,
16741,"NEWSTROM, JOHN W.",ORGANIZATIONAL BEHAVIOUR /,2003,H&amp;S GEN,H&S,
17609,"ROBBINS, STEPHEN.R.",ORGANIZATIONAL BEHAVIOUR /,2004,H&amp;S GEN,GENERAL,
16798,SCHERMERHORN,ORGANIZATIONAL BEHAVIOUR /,2003,H&amp;S GEN,GENERAL,
15985,"TYAGI, ARCHANA",ORGANIZATIONAL BEHAVIOUR /,2007,H&amp;S GEN,GENERAL,
15958,"CHADHA, PREM",PERFORMANCE MANAGEMENT /,1995,H&amp;S GEN,GENERAL,
17638,"RAO, T.V.",PERFORMANCE MANAGEMENT AND APPRAISAL SYSTEMS /,2003,H&amp;S GEN,H&S,
15969,"SAHU, R.K.",PERFORMANCE MANAGEMENT SYSTEM /,2002,H&amp;S GEN,GENERAL,
15983,"SURI, G.K.",PERFORMANCE MEASUREMENT AND MANAGEMENT /,,H&amp;S GEN,GENERAL,
16531,"FLIPPO, EDWIN B.",PERSONAL MANAGEMENT /,2003,H&amp;S GEN,H&S,
17754,"MAMORIA, C.M.",PERSONAL MANAGEMENT TEXT AND CASES /,1994,H&amp;S GEN,GENERAL,
21039,"MURALI KRISHNA, K.V.S.G.",PERSONALITY DEVELOPMENT /,2002,H&amp;S GEN,EEE,
21024,"SUBRAHMANYAM, G.",PERSONALITY DEVELOPMENT /,2003,H&amp;S GEN,GENERAL,
17509,"FLIPPO, EDWIN B.",PERSONNEL MANAGEMENT /,2007,H&amp;S GEN,GENERAL,
15931,"JAWAHAR, DAVID P.",PERSPECTIVES ON HR AND IT MANAGEMENT /,2006,H&amp;S GEN,GENERAL,
15869,"MARKS, KARL",PETTUBADI - 1 /,2005,H&amp;S GEN,GENERAL,
15277,"CHITODE, J.S.",POWER ELECTRONICS /,2002,H&amp;S GEN,MCA,
15268,"GNANAVADIVEL, J.",POWER ELECTRONICS /,,H&amp;S GEN,GENERAL,
15765,"RASHID, MUHAMMAD HARUNUR","POWER ELECTRONICS CIRCUITS,DEVICES AND APPLICATIONS / ",2005,H&amp;S GEN,GENERAL,
15477,"CHANDRASEKHAR REDDY, G.R.",POWER SYSTEM OPERATION & CONTROL /,2002,H&amp;S GEN,MCA,
17175,"PRIESTLEY, MARK",PRACTICAL OBJECT ORIENTED DESIGN WITH UML /,2001,H&amp;S GEN,H&S,
15421,SRI SRI,PRAJA (SRI SRI SAHITYA SARVASVAM 19) /,2005,H&amp;S GEN,GENERAL,
15892,"SULOCHANA RANI, YADDANAPUDI",PREMA /,2005,H&amp;S GEN,GENERAL,
15893,"VEERENDHRANATH, YANADAMURI",PREMA /,2001,H&amp;S GEN,GENERAL,
15898,"PRASAD, L.M.",PRINCIPLES AND PRACTICE /,2000,H&amp;S GEN,MCA,
16321,"SRINIVASAN, K.S.",PRINCIPLES OF COMMUNICATION /,2003,H&amp;S GEN,GENERAL,
16813,"OZSU, TAMER M.",PRINCIPLES OF DISTRIBUTED DATABASE SYSTEMS /,2001,H&amp;S GEN,H&S,
15466,"BURNS, STANLEY G.",PRINCIPLES OF ELECTRONIC CIRCUITS /,2010,H&amp;S GEN,GENERAL,
16024,"RAMASWAMY, T.",PRINCIPLES OF MANAGEMENT /,2003,H&amp;S GEN,MCA,
15914,"TRIPATHI, P.C.",PRINCIPLES OF MANAGEMENT /,1999,H&amp;S GEN,GENERAL,
17536,"GITMAN, LAWRENCE J.",PRINCIPLES OF MANAGERIAL FINANCE /,2000,H&amp;S GEN,MCA,
16008,"KOTLER, PHILIP,",PRINCIPLES OF MARKETING /,2006,H&amp;S GEN,GENERAL,
15966,"KOTLER, PHILIP",PRINCIPLES OF MARKITING /,1977,H&amp;S GEN,GENERAL,
16678,"KURTZ, DAVID L.",PRINCIPLES OF MARKITING /,2002,H&amp;S GEN,H&S,
15464,"STARK, HENRY",PROBABILITY AND RANDOM PROCESSES WITH APPLICATIONS TO SIGNAL PROCESSING /,2004,H&amp;S GEN,GENERAL,
17757,"ALLEN, ARNOLD O","PROBABILITY, STATISTICS, AND QUEUEING THEORY / ",2005,H&amp;S GEN,GENERAL,
16029,"GUPTA, P.K.",PROBLEMS IN OPERATIONS RESEARCH /,1956,H&amp;S GEN,GENERAL,
15977,"KACHRU, UPENDRA",PRODUCTION AND MANAGEMENT TEXT AND CASES /,2001,H&amp;S GEN,MCA,
15929,"NAHMIAS, SEVEN",PRODUCTION AND OPERATIONS ANALYSIS(CD) /,2004,H&amp;S GEN,MCA,
15906,"GOEL, B.S.",PRODUCTION AND OPERATIONS MANAGEMENT /,2006,H&amp;S GEN,GENERAL,
17632,"PANNEERSELVAM, R.",PRODUCTION AND OPERATIONS RESEARCH /,2006,H&amp;S GEN,H&S,
16784,"GUPTA, VIKAS",PROGRAMMING C# 2005 AND THENET 2.0 PLATFORM /,2003,H&amp;S GEN,H&S,
15463,"XAVIER, C.",PROGRAMMING WITH JAVA 2 /,1996,H&amp;S GEN,MCA,
17716,"LEWIS, JAMES P.",PROJECT PLANNING SCHEDULING AND CONTROL /,1998,H&amp;S GEN,GENERAL,
17161,"MILLMAN, JACOB","PULSE,DIGITAL AND SWITCHING WARE FORMS / ",2002,H&amp;S GEN,H&S,
17541,"RENDER, BARRY",QUANTITATIVE ANALYSIS FOR MANAGEMENT /,2005,H&amp;S GEN,MCA,
15941,"SHARMA, J.K.",QUANTITATIVE TECHNIQUES FOR MANAGERIAL DECISIONS /,2005,H&amp;S GEN,GENERAL,
16555,"SRIVASTAVA, U.K.",QUANTITATIVE TECHNIQUES FOR MANAGERIAL DECISIONS /,2003,H&amp;S GEN,H&S,
16756,"VOHRA, N.D.",QUANTITATIVE TECHNIQUES IN MANAGEMENT /,2003,H&amp;S GEN,H&S,
21012,"JANASWAMY, RAMAKRISHNA",RADIOWAVE PROPAGATION AND SMART ANTENNAS FOR WIRELESS COMMUNICATIONS /,2005,H&amp;S GEN,GENERAL,
15880,"HARATHI, DWARAKANATH",RAJANEETHI THATHVA SASTRAM :,2001,H&amp;S GEN,GENERAL,
15414,RANGANAYAKAMMA,RAMAYANA VISAVRUKSHAM (3 BHAGALU KALISINA SAMPUTAM) /,2004,H&amp;S GEN,MCA,
16280,"BENNETT, STUART",REAL TIME COMPUTER CONTROL /,2006,H&amp;S GEN,GENERAL,
21002,"KOPETZ, HERMAN",REAL-TIME SYSTEMS :,2003,H&amp;S GEN,GENERAL,
16891,"TWIDELL, JOHN",RENEWABLE ENERGY RESOURCES /,2004,H&amp;S GEN,H&S,
15978,"KOTHARI, C.R.",RESEARCH METHODOLOGY :,2001,H&amp;S GEN,GENERAL,
16569,"GILBERT, DAVID",RETAIL MARKETING MANAGEMENT /,2003,H&amp;S GEN,H&S,
17734,"PRADHAN, SWAPNA",RETAILING MANAGEMENT /,2006,H&amp;S GEN,GENERAL,
15863,"WISE, EDWIN",ROBOTICS DEMYSTIFIED /,2005,H&amp;S GEN,GENERAL,
15864,"ASHBACHER, CHARLES",SAMS TEACH YOURSELF XML IN 24HOURS /,2004,H&amp;S GEN,GENERAL,
15440,DEVADAS,SARATH SAHITHYAM - 1 /,2004,H&amp;S GEN,MCA,
15441,SRI KANTH,SARATH SAHITHYAM - 2 /,2004,H&amp;S GEN,MCA,
15442,"PRASNA, SESHA",SARATH SAHITHYAM - 3 /,2002,H&amp;S GEN,MCA,
15443,BHARATHI,SARATH SAHITHYAM - 4 /,2004,H&amp;S GEN,MCA,
15877,"CHATOPADYAYA, SARATH CHANDRA",SARATH SAHITHYAM - 5 /,2005,H&amp;S GEN,MCA,
15310,"DASH, AMBIKA PRASAD",SECURITY ANALYSIS AND PORTFOLIO MANAGEMENT /,2004,H&amp;S GEN,MCA,
16607,FISCHER DONALD E.,SECURITY ANALYSIS AND PORTFOLIO MANAGEMENT /,,H&amp;S GEN,H&S,
21044,"MURALI KRISHNA, K.V.S.G.",SELF MOTIVATION THROUGH BIOGRAPHIES /,2006,H&amp;S GEN,H&S,
17550,"JOBBER, DAVID",SELLING AND SALES MANAGEMENT /,2006,H&amp;S GEN,GENERAL,
15767,"KANAAN, KANO",SEMICONDUCTOR DEVICES /,2003,H&amp;S GEN,H&S,
17560,"LOVELOCK, CHRISTOPER",SERVICES MARKETING :,2004,H&amp;S GEN,MTECE_VLSI,
20053,"CHITODE, J.S.",SIGNALS AND SYSTEMS /,2000,H&amp;S GEN,GENERAL,
15241,"GHOSH, SMARAJIT",SIGNALS AND SYSTEMS /,2003,H&amp;S GEN,GENERAL,
15875,"SANKRUTHYAN, RAHUL",SIMHASENAPATHI :,2005,H&amp;S GEN,GENERAL,
15777,"BELL, DOUGLAS",SOFTWARE ENGIEERING FOR STUDENTS /,2005,H&amp;S GEN,GENERAL,
16160,"PRESSMAN, ROGER S.",SOFTWARE ENGINEERING /,2005,H&amp;S GEN,GENERAL,
21258,"DESIKAN, SRINIVASAN",SOFTWARE TESTING :,2003,H&amp;S GEN,GENERAL,
15473,PRASAD. K.V.K.K.,SOFTWARE TESTING TOOLS :,2004,H&amp;S GEN,MCA,
16977,"SUKHATME, SUHAS P.",SOLAR ENERGY :,2003,H&amp;S GEN,H&S,
15303,"GNANAVADIVEL, J.",SOLID STATE DRIVES /,2002,H&amp;S GEN,H&S,
16761,"GUPTA, C.B.",STATISTICAL METHODS /,2004,H&amp;S GEN,GENERAL,
16649,"GUPTA, S.C.",STATISTICAL METHODS /,1999,H&amp;S GEN,H&S,
16644,"LEVIN, RICHARD I.",STATISTICS FOR MANAGEMENT /,2004,H&amp;S GEN,GENERAL,
16572,"GREER, CHARLES R.",STRATEGIC HUMAN RESOURCE MANAGEMENT :,2003,H&amp;S GEN,H&S,
16659,"SMELL, SCOTT",STRATEGIC HUMAN RESOURCE PLANNING /,2002,H&amp;S GEN,MCA,
17594,"DAVID, FRED R.",STRATEGIC MANAGEMENT :,2003,H&amp;S GEN,GENERAL,
15964,"PRASAD, K.",STRATEGIC UMAN RESOURCE MANAGEMENT TEXT AND CASES /,2005,H&amp;S GEN,GENERAL,
15973,"SRIVASTAVA, DINESH K.",STRATEGIES FOR PERFORMANCE MANAGEMENT /,2004,H&amp;S GEN,GENERAL,
15784,"SHELLY, GARY B.",STRUCTURED COBOL PROGRAMMING /,2008,H&amp;S GEN,GENERAL,
16646,"TANUNBAUM, ANDREW S.",STRUCTURED COMPUTER ORGANIZATION /,2002,H&amp;S GEN,H&S,
15926,"SINGHANIA, VINOD K.",STUDENTS GUIDE TO INCOME TAX /,2008,H&amp;S GEN,GENERAL,
15430,"NARISIMHA RAO, MUNIMANIKYAM",STUTHI ATMASTUTHI /,2001,H&amp;S GEN,GENERAL,
17526,"CHOPRA, SUNIL",SUPPLY CHAIN MANAGEMENT :,2001,H&amp;S GEN,GENERAL,
15525,THE HINDU,SURVEY OF INDIAN AGRICULTURE /,2007,H&amp;S GEN,GENERAL,
15523,THE HINDU,SURVEY OF INDIAN INDUSTRY 2003 /,2004,H&amp;S GEN,MCA,
16053,"ZVI, KOHAVI",SWITCHING AND FINITE AUTOMATA THEORY /,2005,H&amp;S GEN,GENERAL,
16048,"RAO, C.V.S.",SWITCHING THEORY & LOGIC DESIGN /,2005,H&amp;S GEN,MCA,
15427,CHALAM,TAGORE GEETHANJALI /,2012,H&amp;S GEN,H&S,
16337,"GOLENIEWSKI, LILLIAN",TELE COMMUNICATIONS ESSENTIALS /,2007,H&amp;S GEN,H&S,
16370,GOKHALE,TELECOMMUNICATION /,2002,H&amp;S GEN,MCA,
15433,"BHARADWAJA, RAVURI",TELUSUKUNTU TELUSUKUNTU /,2004,H&amp;S GEN,MCA,
18690,"BHARUCHA, ERACH",TEXT BOOK OF ENVIRONMENTAL STUDIES /,2005,H&amp;S GEN,GENERAL,
16834,"BHARUCHA, ERACH",TEXT BOOK OF ENVIRONMENTAL STUDIES :,2002,H&amp;S GEN,GENERAL,
17007,"COVEY, STEPHEN R.",THE 7 HABITS OF HIGHLY EFFECTIVE PEOPLE :,2001,H&amp;S GEN,GENERAL,
21264,MACKENZIE SCOTT I.,THE 8051 MICROCONTROLLER /,2004,H&amp;S GEN,GENERAL,
17063,"MAZIDI, MUHAMMAD ALI",THE 8051 MICROCONTROLLER AND EMBEDDED SYSTEMS :,2002,H&amp;S GEN,H&S,
15781,"WALTER, TRIEBEL A.",THE 8088 AND 8086 MICROPROCESSORS /,2002,H&amp;S GEN,H&S,
15365,"LAKSHMINARAYANAN, K.R.",THE COMMUNICATING ART /,2002,H&amp;S GEN,GENERAL,
20531,"ROSEN, KENNETH",THE COMPLETE REFERENCE UNIX /,2003,H&amp;S GEN,H&S,
16097,"KIMBALL, RALPH",THE DATA WAREHOUSE TOOLKIT /,2007,H&amp;S GEN,GENERAL,
16028,"BOWMAN, CLIFF",THE ESSENCE OF STRATEGIC MANAGEMENT /,2006,H&amp;S GEN,GENERAL,
15350,"PRASAD, HARI KUNAPAREDDY",THE FUNCTIONAL ASPECTS OF COMMUNICATION SKILLS /,2005,H&amp;S GEN,GENERAL,
15521,"RAM, N.",THE HINDU SPEAKS ON MANAGEMENT /,2004,H&amp;S GEN,GENERAL,
15524,RAM,THE HINDU SURVEY OF THE ENVIRONMENT 2007 /,2004,H&amp;S GEN,MCA,
17579,"TIWANA, AMRIT BIR",THE KNOWLEDGE MANAGEMENT TOOL KIT /,,H&amp;S GEN,H&S,
16188,"TANENBAUM, ANDREW.S",THE MINIX BOOK OPERATING SYSTEMS :,2007,H&amp;S GEN,GENERAL,
17189,BRITANNICA LEARNING LIBRARY,THE NEW ENCYCLOPAEDIA BRITANNICA - 1 /,2003,H&amp;S GEN,H&S,
17188,BRITANNICA LEARNING LIBRARY,THE NEW ENCYCLOPEDIA BRITANNICA :,2009,H&amp;S GEN,GENERAL,
17003,"CHOPRA, DEEPAK",THE SEVEN SPIRITUAL LAWS OF SUCESSESS /,1999,H&amp;S GEN,H&S,
16710,"CHARY, S.N.",THEORY AND PROBLEMS IN RODUCTION AND OPERATIONS MANAGEMENT :,2005,H&amp;S GEN,GENERAL,
20987,"STAVROULAKIS, P.",THIRD GENERATION MOBILE COMMUNICATION SYSTEMS :,2004,H&amp;S GEN,H&S,
15438,"BHALAGANGADHAR TILAK, DEVARAKONDA",TILAK KATHALU :,2003,H&amp;S GEN,GENERAL,
16021,BARRON'S,"TOEFL IBT, INTERNET - BASED TEXT 2008(CD) / ",1983,H&amp;S GEN,GENERAL,
15992,"PANDU, NAIK G.",TRAINING AND DEVELOPMENT /,2005,H&amp;S GEN,MCA,
15861,NIS,TSUNAMI /,1964,H&amp;S GEN,GENERAL,
15890,"VEERENDHRANATH, YANADAMURI",TULASI /,2005,H&amp;S GEN,GENERAL,
15891,"VEERENDHRANATH, YANADAMURI",TULASIDALAM /,2008,H&amp;S GEN,GENERAL,
17656,"MARLEY, DEBORAH",UNDERATANDING COMPUTERS :,2003,H&amp;S GEN,GENERAL,
16327,"IDA, FLYNN M.",UNDERSTANDING OPERATING SYSTEMS /,2001,H&amp;S GEN,GENERAL,
16907,"DAS, SUMITABHA",UNIX AND SHELL PROGRAMMING /,2003,H&amp;S GEN,H&S,
20279,"FOROUZAN, BEHROUZ A.",UNIX AND SHELL PROGRAMMING /,2004,H&amp;S GEN,GENERAL,
16151,"DAS, SUMITABHA",UNIX CONCEPTS AND APPLICATIONS /,2003,H&amp;S GEN,GENERAL,
17390,"STEVENS, RECHARD W.",UNIX NETWORK PROGRAMMING - 1 /,1989,H&amp;S GEN,H&S,
16199,"KOCHAN, STEPHEN C.",UNIX SHELL PROGRAMMING /,2005,H&amp;S GEN,GENERAL,
15452,"BHARADWAJA, RAVURI",VELUTHURU CHINUKULU /,2002,H&amp;S GEN,MCA,
16229,"BHASKER, J.",VERILOG HDL SYNTHESIS /,2004,H&amp;S GEN,GENERAL,
15412,"SATYANARAYANA, VISWANATHA",VEYEE PADAGALU /,2005,H&amp;S GEN,GENERAL,
16044,"PERRY, DOUGLAS L.",VHDL PROGRAMMING BY EXAMPLE /,1976,H&amp;S GEN,MCA,
17052,"VINCE, JOHN",VIRTUAL REALITY SYSTEMS /,2002,H&amp;S GEN,GENERAL,
15422,CHALAM,VISHADAM /,2012,H&amp;S GEN,H&S,
16435,"SUBBA RAO, K.",VLSI DESIGN /,2002,H&amp;S GEN,MCA,
16960,"CRAIG, KNUCKLES D.",WEB APPLICATIONS CONCEPTS & REAL WORLD DESIGN /,,H&amp;S GEN,GENERAL,
15862,"BATES, CHRIS",WEB PROGRAMMING :,2000,H&amp;S GEN,GENERAL,
16215,"GODBOLE, ACHYUT S.",WEB TECHNOLOGIES /,2007,H&amp;S GEN,GENERAL,
15290,"NADEEM, MOHAMMED",WED TECHNOLOGIES /,2007,H&amp;S GEN,GENERAL,
16493,"AGARWAL, DHARMA PRAKASH",WIRELESS AND MOBILE SYSTEMS /,1985,H&amp;S GEN,H&S,
15503,"VERMA, SHALINI",WORD POWER MADE HANDY /,2003,H&amp;S GEN,GENERAL,
17719,"MANSFIELD, RON",WORKING IN MICROSOFT OFFICE /,2004,H&amp;S GEN,H&S,
15263,"KANNAIAH, P.",WORKSHOP MANUAL /,2005,H&amp;S GEN,GENERAL,
15910,"KRISHNA RAO, PALLE",WTO TEXT & CASES /,2006,H&amp;S GEN,GENERAL,
15425,"BHARADWAJA, RAVURI",YEDI NADI KADU /,2012,H&amp;S GEN,H&S,
15989,"SENGUPTA, DEBASHISH",YOU CAN BEAT YOUR STRESS /,2005,H&amp;S GEN,GENERAL,
21273,"BHATIA, PRADEEEP K.",COMPUTER GRAPHICS /,2015,H&amp;S IPR,H&S,
22756,"RADHA KRISHNAN, P.",150 SHORT CHESS GAMES /,2015,H&amp;S MAT,H&S,
22761,"FRED, WILSON",303 TACTICAL CHESS PUZZLES /,2007,H&amp;S MAT,GENERAL,
43557,"SHELDON,  ROSS",A FIRST COURSE IN PROBABILITY /,2002,H&amp;S MAT,DMEC,
22661,"MAHESHWARI, S.N.",A MANUAL OF BUSINESS LAWS /,2006,H&amp;S MAT,H&S,
22086,"AGARWAL, R.S.",A MODERN APPROACH TO VERBAL & NON VERBAL REASONING /,1992,H&amp;S MAT,H&S,
39084,"PRASAD,  M.V.S.S.N.",A TEXT BOOK OF ENGINEERING MATHE MATICS - 2 /,2017,H&amp;S MAT,CSE,
43559,"BALI,  N.P.",A TEXT BOOK OF ENGINEERING MATHEMATICS - 1 /,2018,H&amp;S MAT,DCIV,
21890,"IYENGAR, T.K.V.",A TEXT BOOK OF ENGINEERING MATHEMATICS - 1 /,2007,H&amp;S MAT,MBA,
43194,"VISHNU MURTHY,  M.",A TEXT BOOK OF ENGINEERING MATHEMATICS - 1 /,2020,H&amp;S MAT,H&S,
43196,"VISHNU MURTHY,  M.",A TEXT BOOK OF ENGINEERING MATHEMATICS - 2 /,2020,H&amp;S MAT,H&S,
21893,"BATHUL, SHAHNAZ",A TEXT BOOK OF ENGINEERING MATHEMATICS-1 /,2008,H&amp;S MAT,H&S,
39081,"PRASAD,  M.V.S.S.N.",A TEXT BOOK OF ENGINEERING MATHEMATICS-I /,2017,H&amp;S MAT,CSE,
22059,"RAGHAVAN, NAMBIAR,K.",A TEXT BOOK OF ENVIRONMENTAL STUDIES /,2007,H&amp;S MAT,H&S,
22066,"RAVINDRANATH, V.",A TEXT BOOK ON MATHEMATICAL METHODS /,1988,H&amp;S MAT,EEE,
38714,"PRASAD,  M.V.S.S.N.",A TEXTBOOK OF ENGINEERING MATHEMATICS - 3 /,2016,H&amp;S MAT,CSE,
39398,"VENKATA RAO,  G.",A TEXTBOOK OF ENGINEERING MATHEMATICS - 3 /,2017,H&amp;S MAT,CSE,
21313,"BHAT, SUDHINDRA",ACCOUNTANCY AND FINANCIAL MANAGEMENT /,2000,H&amp;S MAT,H&S,
22714,"THUKARAM RAO, M.E.",ACCOUNTING FOR MANAGERS /,2004,H&amp;S MAT,H&S,
21904,"AGARWAL, UDIT",ALGORITHMS DESIGN AND ANALYSIS /,2005,H&amp;S MAT,MCA,
21323,"GEREZ, SABIN H.F.",ALGORITHMS FOR VLSI DESIGN AUTOMATION /,2007,H&amp;S MAT,H&S,
22068,"LOTIA, MANAHAR",ALL ABOUT MOTHERBOARD /,2006,H&amp;S MAT,H&S,
22073,"MISHRA,T.R",ALL ABOUT NICKEL CADMIUM BATTERIES :,2009,H&amp;S MAT,H&S,
22744,"NURNBERG, MAXWELL",ALL ABOUT WORDS /,2006,H&amp;S MAT,H&S,
22335,"JOHNS, DAVID A.",ANALOG INTEGRATED CIRCUIT DESIGN /,2003,H&amp;S MAT,H&S,
21288,"NARASIMHAM, R.L.",ANALYSIS OF LINEAR CONTROL SYSTEMS /,2008,H&amp;S MAT,H&S,
